collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
15,Exalted Sunborn,{3}{W}{W},5.0,Creature — Angel Wizard,mythic,W,W,"Flying, lifelink
If one or more tokens would be created under your control, twice that many of those tokens are created instead.
Warp {1}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",4,5,,"Flying, Lifelink, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/15/exalted-sunborn?utm_source=api
16,Exosuit Savior,{2}{W},3.0,Creature — Human Soldier,common,W,W,"Flying
When this creature enters, return up to one other target permanent you control to its owner's hand.",2,2,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/16/exosuit-savior?utm_source=api
17,Flight-Deck Coordinator,{2}{W},3.0,Creature — Human Soldier,common,W,W,"At the beginning of your end step, if you control two or more tapped creatures, you gain 2 life.",3,3,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/17/flight-deck-coordinator?utm_source=api
18,Focus Fire,{W},1.0,Instant,common,W,W,"Focus Fire deals X damage to target attacking or blocking creature, where X is 2 plus the number of creatures and/or Spacecraft you control.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/18/focus-fire?utm_source=api
19,"Haliya, Guided by Light",{2}{W},3.0,Legendary Creature — Human Soldier,rare,W,W,"Whenever Haliya or another creature or artifact you control enters, you gain 1 life.
At the beginning of your end step, draw a card if you've gained 3 or more life this turn.
Warp {W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,3,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/19/haliya-guided-by-light?utm_source=api
20,Hardlight Containment,{W},1.0,Enchantment — Aura,rare,W,W,"Enchant artifact you control
When this Aura enters, exile target creature an opponent controls until this Aura leaves the battlefield.
Enchanted permanent has ward {1}.",,,,Enchant,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/20/hardlight-containment?utm_source=api
21,Honor,{W},1.0,Sorcery,uncommon,W,W,"Put a +1/+1 counter on target creature.
Draw a card.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/21/honor?utm_source=api
22,Honored Knight-Captain,{1}{W},2.0,Creature — Human Advisor Knight,uncommon,W,W,"When this creature enters, create a 1/1 white Human Soldier creature token.
{4}{W}{W}, Sacrifice this creature: Search your library for an Equipment card, put it onto the battlefield, then shuffle.",1,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/22/honored-knight-captain?utm_source=api
23,Knight Luminary,{3}{W},4.0,Creature — Human Knight,common,W,W,"When this creature enters, create a 1/1 white Human Soldier creature token.
Warp {1}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,2,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/23/knight-luminary?utm_source=api
24,Lightstall Inquisitor,{W},1.0,Creature — Angel Wizard,rare,W,W,"Vigilance
When this creature enters, each opponent exiles a card from their hand and may play that card for as long as it remains exiled. Each spell cast this way costs {1} more to cast. Each land played this way enters tapped.",2,1,,Vigilance,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/24/lightstall-inquisitor?utm_source=api
25,Lumen-Class Frigate,{1}{W},2.0,Artifact — Spacecraft,rare,W,W,"Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 12+.)
2+ | Other creatures you control get +1/+1.
12+ | Flying, lifelink",3,5,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/25/lumen-class-frigate?utm_source=api
26,Luxknight Breacher,{3}{W},4.0,Creature — Human Knight,common,W,W,This creature enters with a +1/+1 counter on it for each other creature and/or artifact you control.,2,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/26/luxknight-breacher?utm_source=api
27,Pinnacle Starcage,{1}{W}{W},3.0,Artifact,rare,W,W,"When this artifact enters, exile all artifacts and creatures with mana value 2 or less until this artifact leaves the battlefield.
{6}{W}{W}: Put each card exiled with this artifact into its owner's graveyard, then create a 2/2 colorless Robot artifact creature token for each card put into a graveyard this way. Sacrifice this artifact.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/27/pinnacle-starcage?utm_source=api
28,Pulsar Squadron Ace,{1}{W},2.0,Creature — Human Pilot,uncommon,W,W,"When this creature enters, look at the top five cards of your library. You may reveal a Spacecraft card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, put a +1/+1 counter on this creature.",1,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/28/pulsar-squadron-ace?utm_source=api
29,Radiant Strike,{3}{W},4.0,Instant,common,W,W,Destroy target artifact or tapped creature. You gain 3 life.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/29/radiant-strike?utm_source=api
30,Rayblade Trooper,{2}{W},3.0,Creature — Human Soldier,uncommon,W,W,"When this creature enters, put a +1/+1 counter on target creature you control.
Whenever a nontoken creature you control with a +1/+1 counter on it dies, create a 1/1 white Human Soldier creature token.
Warp {1}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",2,2,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/30/rayblade-trooper?utm_source=api
31,Reroute Systems,{W},1.0,Instant,uncommon,W,W,"Choose one —
• Target artifact or creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)
• Reroute Systems deals 2 damage to target tapped creature.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/31/reroute-systems?utm_source=api
32,Rescue Skiff,{5}{W},6.0,Artifact — Spacecraft,uncommon,W,W,"When this Spacecraft enters, return target creature or enchantment card from your graveyard to the battlefield.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 10+.)
10+ | Flying",5,6,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/32/rescue-skiff?utm_source=api
33,Scout for Survivors,{2}{W},3.0,Sorcery,uncommon,W,W,Return up to three target creature cards with total mana value 3 or less from your graveyard to the battlefield. Put a +1/+1 counter on each of them.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/33/scout-for-survivors?utm_source=api
34,Seam Rip,{W},1.0,Enchantment,uncommon,W,W,"When this enchantment enters, exile target nonland permanent an opponent controls with mana value 2 or less until this enchantment leaves the battlefield.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/34/seam-rip?utm_source=api
35,The Seriema,{1}{W}{W},3.0,Legendary Artifact — Spacecraft,rare,W,W,"When The Seriema enters, search your library for a legendary creature card, reveal it, put it into your hand, then shuffle.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 7+.)
7+ | Flying
Other tapped legendary creatures you control have indestructible.",5,5,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/35/the-seriema?utm_source=api
36,Squire's Lightblade,{W},1.0,Artifact — Equipment,common,W,W,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains first strike until end of turn.
Equipped creature gets +1/+0.
Equip {3}",,,,"Equip, Flash",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/36/squires-lightblade?utm_source=api
37,Starfield Shepherd,{3}{W}{W},5.0,Creature — Angel,uncommon,W,W,"Flying
When this creature enters, search your library for a basic Plains card or a creature card with mana value 1 or less, reveal it, put it into your hand, then shuffle.
Warp {1}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,2,,"Flying, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/37/starfield-shepherd?utm_source=api
38,Starfighter Pilot,{1}{W},2.0,Creature — Human Pilot,common,W,W,"Whenever this creature becomes tapped, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",2,2,,Surveil,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/38/starfighter-pilot?utm_source=api
39,Starport Security,{W},1.0,Artifact Creature — Robot Soldier,common,W,W,"{3}{W}, {T}: Tap another target creature. This ability costs {2} less to activate if you control a creature with a +1/+1 counter on it.",1,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/39/starport-security?utm_source=api
40,Sunstar Chaplain,{1}{W},2.0,Creature — Human Cleric,rare,W,W,"At the beginning of your end step, if you control two or more tapped creatures, put a +1/+1 counter on target creature you control.
{2}, Remove a +1/+1 counter from a creature you control: Tap target artifact or creature.",3,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/40/sunstar-chaplain?utm_source=api
41,Sunstar Expansionist,{1}{W},2.0,Creature — Human Knight,uncommon,W,W,"When this creature enters, if an opponent controls more lands than you, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")
Landfall — Whenever a land you control enters, this creature gets +1/+0 until end of turn.",2,3,,Landfall,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/41/sunstar-expansionist?utm_source=api
42,Sunstar Lightsmith,{3}{W},4.0,Creature — Human Artificer,uncommon,W,W,"Whenever you cast your second spell each turn, put a +1/+1 counter on this creature and draw a card.",3,3,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/42/sunstar-lightsmith?utm_source=api
43,Wedgelight Rammer,{3}{W},4.0,Artifact — Spacecraft,uncommon,W,W,"When this Spacecraft enters, create a 2/2 colorless Robot artifact creature token.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 9+.)
9+ | Flying, first strike",3,4,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/43/wedgelight-rammer?utm_source=api
44,Weftblade Enhancer,{5}{W},6.0,Creature — Drix Artificer,common,W,W,"When this creature enters, put a +1/+1 counter on each of up to two target creatures.
Warp {2}{W} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,4,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/44/weftblade-enhancer?utm_source=api
45,Zealous Display,{2}{W},3.0,Instant,common,W,W,"Creatures you control get +2/+0 until end of turn. If it's not your turn, untap those creatures.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/45/zealous-display?utm_source=api
46,Annul,{U},1.0,Instant,uncommon,U,U,Counter target artifact or enchantment spell.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/46/annul?utm_source=api
47,Atomic Microsizer,{U},1.0,Artifact — Equipment,uncommon,U,U,"Equipped creature gets +1/+0.
Whenever equipped creature attacks, choose up to one target creature. That creature can't be blocked this turn and has base power and toughness 1/1 until end of turn.
Equip {2}",,,,Equip,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/47/atomic-microsizer?utm_source=api
48,Cerebral Download,{4}{U},5.0,Instant,uncommon,U,U,"Surveil X, where X is the number of artifacts you control. Then draw three cards. (To surveil X, look at the top X cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,,Surveil,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/48/cerebral-download?utm_source=api
49,Cloudsculpt Technician,{2}{U},3.0,Creature — Jellyfish Artificer,common,U,U,"Flying
As long as you control an artifact, this creature gets +1/+0.",1,4,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/49/cloudsculpt-technician?utm_source=api
50,Codecracker Hound,{2}{U},3.0,Creature — Dog,uncommon,U,U,"When this creature enters, look at the top two cards of your library. Put one into your hand and the other into your graveyard.
Warp {2}{U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",2,1,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/50/codecracker-hound?utm_source=api
51,Consult the Star Charts,{1}{U},2.0,Instant,rare,U,U,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
Look at the top X cards of your library, where X is the number of lands you control. Put one of those cards into your hand. If this spell was kicked, put two of those cards into your hand instead. Put the rest on the bottom of your library in a random order.",,,,Kicker,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/51/consult-the-star-charts?utm_source=api
52,Cryogen Relic,{1}{U},2.0,Artifact,common,U,U,"When this artifact enters or leaves the battlefield, draw a card.
{1}{U}, Sacrifice this artifact: Put a stun counter on up to one target tapped creature. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/52/cryogen-relic?utm_source=api
53,Cryoshatter,{U},1.0,Enchantment — Aura,common,U,U,"Enchant creature
Enchanted creature gets -5/-0.
When enchanted creature becomes tapped or is dealt damage, destroy it.",,,,Enchant,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/53/cryoshatter?utm_source=api
54,Desculpting Blast,{1}{U},2.0,Instant,uncommon,U,U,"Return target nonland permanent to its owner's hand. If it was attacking, create a 1/1 colorless Drone artifact creature token with flying and ""This token can block only creatures with flying.""",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/54/desculpting-blast?utm_source=api
55,Divert Disaster,{1}{U},2.0,Instant,common,U,U,"Counter target spell unless its controller pays {2}. If they do, you create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/55/divert-disaster?utm_source=api
56,Emissary Escort,{1}{U},2.0,Artifact Creature — Robot Soldier,rare,U,U,"This creature gets +X/+0, where X is the greatest mana value among other artifacts you control.",0,4,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/56/emissary-escort?utm_source=api
57,Gigastorm Titan,{4}{U},5.0,Creature — Elemental,uncommon,U,U,This spell costs {3} less to cast if you've cast another spell this turn.,4,4,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/57/gigastorm-titan?utm_source=api
58,Illvoi Galeblade,{U},1.0,Creature — Jellyfish Warrior,common,U,U,"Flash
Flying
{2}, Sacrifice this creature: Draw a card.",1,1,,"Flying, Flash",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/58/illvoi-galeblade?utm_source=api
59,Illvoi Infiltrator,{2}{U},3.0,Creature — Jellyfish Rogue,uncommon,U,U,"This creature can't be blocked if you've cast two or more spells this turn.
Whenever this creature deals combat damage to a player, draw a card.",1,3,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/59/illvoi-infiltrator?utm_source=api
60,Illvoi Light Jammer,{1}{U},2.0,Artifact — Equipment,common,U,U,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
Equipped creature gets +1/+2.
Equip {3}",,,,"Equip, Flash",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/60/illvoi-light-jammer?utm_source=api
61,Illvoi Operative,{1}{U},2.0,Creature — Jellyfish Rogue,common,U,U,"Whenever you cast your second spell each turn, put a +1/+1 counter on this creature.",2,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/61/illvoi-operative?utm_source=api
62,Lost in Space,{3}{U},4.0,Instant,common,U,U,Target artifact or creature's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),,,,Surveil,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/62/lost-in-space?utm_source=api
63,Mechan Assembler,{4}{U},5.0,Artifact Creature — Robot Artificer,uncommon,U,U,"Whenever another artifact you control enters, create a 2/2 colorless Robot artifact creature token. This ability triggers only once each turn.",4,4,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/63/mechan-assembler?utm_source=api
64,Mechan Navigator,{1}{U},2.0,Artifact Creature — Robot Pilot,uncommon,U,U,"Whenever this creature becomes tapped, draw a card, then discard a card.",2,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/64/mechan-navigator?utm_source=api
65,Mechan Shieldmate,{1}{U},2.0,Artifact Creature — Robot Soldier,common,U,U,"Defender
As long as an artifact entered the battlefield under your control this turn, this creature can attack as though it didn't have defender.",3,2,,Defender,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/65/mechan-shieldmate?utm_source=api
66,Mechanozoa,{4}{U}{U},6.0,Artifact Creature — Robot Jellyfish,common,U,U,"When this creature enters, tap target artifact or creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Warp {2}{U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",5,5,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/66/mechanozoa?utm_source=api
67,Mental Modulation,{1}{U},2.0,Instant,common,U,U,"This spell costs {1} less to cast during your turn.
Tap target artifact or creature.
Draw a card.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/67/mental-modulation?utm_source=api
68,"Mm'menon, the Right Hand",{3}{U}{U},5.0,Legendary Creature — Jellyfish Advisor,rare,U,U,"Flying
You may look at the top card of your library any time.
You may cast artifact spells from the top of your library.
Artifacts you control have ""{T}: Add {U}. Spend this mana only to cast a spell from anywhere other than your hand.""",3,4,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/68/mmmenon-the-right-hand?utm_source=api
69,Moonlit Meditation,{2}{U},3.0,Enchantment — Aura,rare,U,U,"Enchant artifact or creature you control
The first time you would create one or more tokens each turn, you may instead create that many tokens that are copies of enchanted permanent.",,,,Enchant,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/69/moonlit-meditation?utm_source=api
70,Mouth of the Storm,{6}{U},7.0,Creature — Elemental,uncommon,U,U,"Flying
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
When this creature enters, creatures your opponents control get -3/-0 until your next turn.",6,6,,"Flying, Ward",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/70/mouth-of-the-storm?utm_source=api
71,Nanoform Sentinel,{2}{U},3.0,Artifact Creature — Robot,common,U,U,"Whenever this creature becomes tapped, untap another target permanent. This ability triggers only once each turn.",3,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/71/nanoform-sentinel?utm_source=api
72,Quantum Riddler,{3}{U}{U},5.0,Creature — Sphinx,mythic,U,U,"Flying
When this creature enters, draw a card.
As long as you have one or fewer cards in hand, if you would draw one or more cards, you draw that many cards plus one instead.
Warp {1}{U}",4,6,,"Flying, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/72/quantum-riddler?utm_source=api
73,Scour for Scrap,{3}{U},4.0,Instant,uncommon,U,U,"Choose one or both —
• Search your library for an artifact card, reveal it, put it into your hand, then shuffle.
• Return target artifact card from your graveyard to your hand.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/73/scour-for-scrap?utm_source=api
74,Selfcraft Mechan,{3}{U},4.0,Artifact Creature — Robot Artificer,common,U,U,"When this creature enters, you may sacrifice an artifact. When you do, put a +1/+1 counter on target creature and draw a card.",3,4,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/74/selfcraft-mechan?utm_source=api
75,Sinister Cryologist,{2}{U},3.0,Creature — Jellyfish Wizard,common,U,U,"When this creature enters, target creature an opponent controls gets -3/-0 until end of turn.
Warp {U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",2,3,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/75/sinister-cryologist?utm_source=api
76,Specimen Freighter,{5}{U},6.0,Artifact — Spacecraft,uncommon,U,U,"When this Spacecraft enters, return up to two target non-Spacecraft creatures to their owners' hands.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 9+.)
9+ | Flying
Whenever this Spacecraft attacks, defending player mills four cards.",4,7,,"Station, Mill",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/76/specimen-freighter?utm_source=api
77,Starbreach Whale,{4}{U},5.0,Creature — Whale,common,U,U,"Flying
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Warp {1}{U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,5,,"Flying, Surveil, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/77/starbreach-whale?utm_source=api
78,Starfield Vocalist,{3}{U},4.0,Creature — Human Bard,rare,U,U,"If a permanent entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Warp {1}{U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,4,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/78/starfield-vocalist?utm_source=api
79,Starwinder,{5}{U}{U},7.0,Creature — Leviathan,rare,U,U,"Whenever a creature you control deals combat damage to a player, you may draw that many cards.
Warp {2}{U}{U} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",7,7,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/79/starwinder?utm_source=api
80,Steelswarm Operator,{1}{U},2.0,Artifact Creature — Robot Soldier,uncommon,U,U,"Flying
{T}: Add {U}. Spend this mana only to cast an artifact spell.
{T}: Add {U}{U}. Spend this mana only to activate abilities of artifact sources.",1,1,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/80/steelswarm-operator?utm_source=api
81,Synthesizer Labship,{U},1.0,Artifact — Spacecraft,rare,U,U,"Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 9+.)
2+ | At the beginning of combat on your turn, up to one other target artifact you control becomes an artifact creature with base power and toughness 2/2 and gains flying until end of turn.
9+ | Flying, vigilance",4,4,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/81/synthesizer-labship?utm_source=api
82,Tractor Beam,{2}{U}{U},4.0,Enchantment — Aura,uncommon,U,U,"Enchant creature or Spacecraft
When this Aura enters, tap enchanted permanent.
You control enchanted permanent.
Enchanted permanent doesn't untap during its controller's untap step.",,,,Enchant,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/82/tractor-beam?utm_source=api
83,Unravel,{1}{U}{U},3.0,Instant,uncommon,U,U,"Counter target spell. If the amount of mana spent to cast that spell was less than its mana value, you draw a card.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/83/unravel?utm_source=api
