collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
11,Exemplar of Light,{2}{W}{W},4.0,Creature — Angel,rare,W,W,"Flying
Whenever you gain life, put a +1/+1 counter on this creature.
Whenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn.",3,3,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/11/exemplar-of-light?utm_source=api
12,Felidar Savior,{3}{W},4.0,Creature — Cat Beast,common,W,W,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When this creature enters, put a +1/+1 counter on each of up to two other target creatures you control.",2,3,,Lifelink,Foundations,2024-11-15,https://scryfall.com/card/fdn/12/felidar-savior?utm_source=api
13,Fleeting Flight,{W},1.0,Instant,common,W,W,Put a +1/+1 counter on target creature. It gains flying until end of turn. Prevent all combat damage that would be dealt to it this turn.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/13/fleeting-flight?utm_source=api
14,Guarded Heir,{5}{W},6.0,Creature — Human Noble,uncommon,W,W,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When this creature enters, create two 3/3 white Knight creature tokens.",1,1,,Lifelink,Foundations,2024-11-15,https://scryfall.com/card/fdn/14/guarded-heir?utm_source=api
15,Hare Apparent,{1}{W},2.0,Creature — Rabbit Noble,common,W,W,"When this creature enters, create a number of 1/1 white Rabbit creature tokens equal to the number of other creatures you control named Hare Apparent.
A deck can have any number of cards named Hare Apparent.",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/15/hare-apparent?utm_source=api
16,Helpful Hunter,{1}{W},2.0,Creature — Cat,common,W,W,"When this creature enters, draw a card.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/16/helpful-hunter?utm_source=api
17,Herald of Eternal Dawn,{4}{W}{W}{W},7.0,Creature — Angel,mythic,W,W,"Flash (You may cast this spell any time you could cast an instant.)
Flying
You can't lose the game and your opponents can't win the game.",6,6,,"Flying, Flash",Foundations,2024-11-15,https://scryfall.com/card/fdn/17/herald-of-eternal-dawn?utm_source=api
18,Inspiring Paladin,{2}{W},3.0,Creature — Human Knight,common,W,W,"During your turn, this creature has first strike. (It deals combat damage before creatures without first strike.)
During your turn, creatures you control with +1/+1 counters on them have first strike.",3,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/18/inspiring-paladin?utm_source=api
19,Joust Through,{W},1.0,Instant,uncommon,W,W,Joust Through deals 3 damage to target attacking or blocking creature. You gain 1 life.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/19/joust-through?utm_source=api
20,Luminous Rebuke,{4}{W},5.0,Instant,common,W,W,"This spell costs {3} less to cast if it targets a tapped creature.
Destroy target creature.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/20/luminous-rebuke?utm_source=api
21,Prideful Parent,{2}{W},3.0,Creature — Cat,common,W,W,"Vigilance (Attacking doesn't cause this creature to tap.)
When this creature enters, create a 1/1 white Cat creature token.",2,2,,Vigilance,Foundations,2024-11-15,https://scryfall.com/card/fdn/21/prideful-parent?utm_source=api
22,Raise the Past,{2}{W}{W},4.0,Sorcery,rare,W,W,Return all creature cards with mana value 2 or less from your graveyard to the battlefield.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/22/raise-the-past?utm_source=api
23,Skyknight Squire,{1}{W},2.0,Creature — Cat Scout,rare,W,W,"Whenever another creature you control enters, put a +1/+1 counter on this creature.
As long as this creature has three or more +1/+1 counters on it, it has flying and is a Knight in addition to its other types.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/23/skyknight-squire?utm_source=api
24,Squad Rallier,{3}{W},4.0,Creature — Human Scout,common,W,W,{2}{W}: Look at the top four cards of your library. You may reveal a creature card with power 2 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,3,4,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/24/squad-rallier?utm_source=api
25,Sun-Blessed Healer,{1}{W},2.0,Creature — Human Cleric,uncommon,W,W,"Kicker {1}{W} (You may pay an additional {1}{W} as you cast this spell.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When this creature enters, if it was kicked, return target nonland permanent card with mana value 2 or less from your graveyard to the battlefield.",3,1,,"Lifelink, Kicker",Foundations,2024-11-15,https://scryfall.com/card/fdn/25/sun-blessed-healer?utm_source=api
26,Twinblade Blessing,{1}{W}{W},3.0,Enchantment — Aura,uncommon,W,W,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature has double strike. (It deals both first-strike and regular combat damage.)",,,,"Enchant, Flash",Foundations,2024-11-15,https://scryfall.com/card/fdn/26/twinblade-blessing?utm_source=api
27,Valkyrie's Call,{3}{W}{W},5.0,Enchantment,mythic,W,W,"Whenever a nontoken, non-Angel creature you control dies, return that card to the battlefield under its owner's control with a +1/+1 counter on it. It has flying and is an Angel in addition to its other types.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/27/valkyries-call?utm_source=api
28,Vanguard Seraph,{3}{W},4.0,Creature — Angel Warrior,common,W,W,"Flying
Whenever you gain life for the first time each turn, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",3,3,,"Flying, Surveil",Foundations,2024-11-15,https://scryfall.com/card/fdn/28/vanguard-seraph?utm_source=api
29,Arcane Epiphany,{3}{U}{U},5.0,Instant,uncommon,U,U,"This spell costs {1} less to cast if you control a Wizard.
Draw three cards.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/29/arcane-epiphany?utm_source=api
30,Archmage of Runes,{3}{U}{U},5.0,Creature — Giant Wizard,rare,U,U,"Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, draw a card.",3,6,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/30/archmage-of-runes?utm_source=api
31,Bigfin Bouncer,{3}{U},4.0,Creature — Shark Pirate,common,U,U,"When this creature enters, return target creature an opponent controls to its owner's hand.",3,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/31/bigfin-bouncer?utm_source=api
32,Cephalid Inkmage,{2}{U},3.0,Creature — Octopus Wizard,uncommon,U,U,"When this creature enters, surveil 3. (Look at the top three cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Threshold — This creature can't be blocked as long as there are seven or more cards in your graveyard.",2,2,,"Surveil, Threshold",Foundations,2024-11-15,https://scryfall.com/card/fdn/32/cephalid-inkmage?utm_source=api
33,Clinquant Skymage,{3}{U},4.0,Creature — Bird Wizard,uncommon,U,U,"Flying
Whenever you draw a card, put a +1/+1 counter on this creature.",1,1,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/33/clinquant-skymage?utm_source=api
34,Curator of Destinies,{4}{U}{U},6.0,Creature — Sphinx,rare,U,U,"This spell can't be countered.
Flying
When this creature enters, look at the top five cards of your library and separate them into a face-down pile and a face-up pile. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.",5,5,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/34/curator-of-destinies?utm_source=api
35,Drake Hatcher,{1}{U},2.0,Creature — Human Wizard,rare,U,U,"Vigilance, prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever this creature deals combat damage to a player, put that many incubation counters on it.
Remove three incubation counters from this creature: Create a 2/2 blue Drake creature token with flying.",1,3,,"Prowess, Vigilance",Foundations,2024-11-15,https://scryfall.com/card/fdn/35/drake-hatcher?utm_source=api
36,Elementalist Adept,{1}{U},2.0,Creature — Human Wizard,common,U,U,"Flash (You may cast this spell any time you could cast an instant.)
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",2,1,,"Prowess, Flash",Foundations,2024-11-15,https://scryfall.com/card/fdn/36/elementalist-adept?utm_source=api
37,Erudite Wizard,{2}{U},3.0,Creature — Human Wizard,common,U,U,"Whenever you draw your second card each turn, put a +1/+1 counter on this creature.",2,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/37/erudite-wizard?utm_source=api
38,Faebloom Trick,{2}{U},3.0,Instant,uncommon,U,U,"Create two 1/1 blue Faerie creature tokens with flying. When you do, tap target creature an opponent controls.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/38/faebloom-trick?utm_source=api
39,Grappling Kraken,{4}{U}{U},6.0,Creature — Kraken,uncommon,U,U,"Landfall — Whenever a land you control enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",5,6,,Landfall,Foundations,2024-11-15,https://scryfall.com/card/fdn/39/grappling-kraken?utm_source=api
40,High Fae Trickster,{3}{U},4.0,Creature — Faerie Wizard,rare,U,U,"Flash (You may cast this spell any time you could cast an instant.)
Flying
You may cast spells as though they had flash.",4,2,,"Flying, Flash",Foundations,2024-11-15,https://scryfall.com/card/fdn/40/high-fae-trickster?utm_source=api
41,Homunculus Horde,{3}{U},4.0,Creature — Homunculus,rare,U,U,"Whenever you draw your second card each turn, create a token that's a copy of this creature.",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/41/homunculus-horde?utm_source=api
42,Icewind Elemental,{4}{U},5.0,Creature — Elemental,common,U,U,"Flying
When this creature enters, draw a card, then discard a card.",3,4,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/42/icewind-elemental?utm_source=api
43,Inspiration from Beyond,{2}{U},3.0,Sorcery,uncommon,U,U,"Mill three cards, then return an instant or sorcery card from your graveyard to your hand.
Flashback {5}{U}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,"Flashback, Mill",Foundations,2024-11-15,https://scryfall.com/card/fdn/43/inspiration-from-beyond?utm_source=api
44,"Kaito, Cunning Infiltrator",{1}{U}{U},3.0,Legendary Planeswalker — Kaito,mythic,U,U,"Whenever a creature you control deals combat damage to a player, put a loyalty counter on Kaito.
+1: Up to one target creature you control can't be blocked this turn. Draw a card, then discard a card.
−2: Create a 2/1 blue Ninja creature token.
−9: You get an emblem with ""Whenever a player casts a spell, you create a 2/1 blue Ninja creature token.""",,,3,,Foundations,2024-11-15,https://scryfall.com/card/fdn/44/kaito-cunning-infiltrator?utm_source=api
45,"Kiora, the Rising Tide",{2}{U},3.0,Legendary Creature — Merfolk Noble,rare,U,U,"When Kiora enters, draw two cards, then discard two cards.
Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token.",3,2,,Threshold,Foundations,2024-11-15,https://scryfall.com/card/fdn/45/kiora-the-rising-tide?utm_source=api
46,Lunar Insight,{2}{U},3.0,Sorcery,rare,U,U,Draw a card for each different mana value among nonland permanents you control.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/46/lunar-insight?utm_source=api
47,Mischievous Mystic,{1}{U},2.0,Creature — Human Wizard,uncommon,U,U,"Flying
Whenever you draw your second card each turn, create a 1/1 blue Faerie creature token with flying.",2,1,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/47/mischievous-mystic?utm_source=api
48,Refute,{1}{U}{U},3.0,Instant,common,U,U,"Counter target spell. Draw a card, then discard a card.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/48/refute?utm_source=api
49,Rune-Sealed Wall,{2}{U},3.0,Artifact Creature — Wall,uncommon,U,U,"Defender
{T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",0,6,,"Surveil, Defender",Foundations,2024-11-15,https://scryfall.com/card/fdn/49/rune-sealed-wall?utm_source=api
50,Skyship Buccaneer,{3}{U}{U},5.0,Creature — Human Pirate,uncommon,U,U,"Flying
Raid — When this creature enters, if you attacked this turn, draw a card.",4,3,,"Flying, Raid",Foundations,2024-11-15,https://scryfall.com/card/fdn/50/skyship-buccaneer?utm_source=api
51,Sphinx of Forgotten Lore,{2}{U}{U},4.0,Creature — Sphinx,mythic,U,U,"Flash (You may cast this spell any time you could cast an instant.)
Flying
Whenever this creature attacks, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to that card's mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",3,3,,"Flying, Flash",Foundations,2024-11-15,https://scryfall.com/card/fdn/51/sphinx-of-forgotten-lore?utm_source=api
52,Strix Lookout,{1}{U},2.0,Creature — Bird,common,U,U,"Flying, vigilance (Attacking doesn't cause this creature to tap.)
{1}{U}, {T}: Draw a card, then discard a card.",1,2,,"Flying, Vigilance",Foundations,2024-11-15,https://scryfall.com/card/fdn/52/strix-lookout?utm_source=api
53,Uncharted Voyage,{3}{U},4.0,Instant,common,U,U,"Target creature's owner puts it on their choice of the top or bottom of their library.
Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",,,,Surveil,Foundations,2024-11-15,https://scryfall.com/card/fdn/53/uncharted-voyage?utm_source=api
54,Abyssal Harvester,{1}{B}{B},3.0,Creature — Demon Warlock,rare,B,B,"{T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exile all other Nightmare tokens you control.",3,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/54/abyssal-harvester?utm_source=api
55,Arbiter of Woe,{4}{B}{B},6.0,Creature — Demon,uncommon,B,B,"As an additional cost to cast this spell, sacrifice a creature.
Flying
When this creature enters, each opponent discards a card and loses 2 life. You draw a card and gain 2 life.",5,4,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/55/arbiter-of-woe?utm_source=api
56,Billowing Shriekmass,{3}{B},4.0,Creature — Spirit,uncommon,B,B,"Flying
When this creature enters, mill three cards. (Put the top three cards of your library into your graveyard.)
Threshold — This creature gets +2/+1 as long as there are seven or more cards in your graveyard.",2,3,,"Flying, Threshold, Mill",Foundations,2024-11-15,https://scryfall.com/card/fdn/56/billowing-shriekmass?utm_source=api
57,Blasphemous Edict,{3}{B}{B},5.0,Sorcery,rare,B,B,"You may pay {B} rather than pay this spell's mana cost if there are thirteen or more creatures on the battlefield.
Each player sacrifices thirteen creatures of their choice.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/57/blasphemous-edict?utm_source=api
58,Bloodthirsty Conqueror,{3}{B}{B},5.0,Creature — Vampire Knight,mythic,B,B,"Flying, deathtouch
Whenever an opponent loses life, you gain that much life. (Damage causes loss of life.)",5,5,,"Deathtouch, Flying",Foundations,2024-11-15,https://scryfall.com/card/fdn/58/bloodthirsty-conqueror?utm_source=api
59,Crypt Feaster,{3}{B},4.0,Creature — Zombie,common,B,B,"Menace (This creature can't be blocked except by two or more creatures.)
Threshold — Whenever this creature attacks, if there are seven or more cards in your graveyard, this creature gets +2/+0 until end of turn.",3,4,,"Threshold, Menace",Foundations,2024-11-15,https://scryfall.com/card/fdn/59/crypt-feaster?utm_source=api
60,Gutless Plunderer,{2}{B},3.0,Creature — Skeleton Pirate,common,B,B,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — When this creature enters, if you attacked this turn, look at the top three cards of your library. You may put one of those cards back on top of your library. Put the rest into your graveyard.",2,2,,"Raid, Deathtouch",Foundations,2024-11-15,https://scryfall.com/card/fdn/60/gutless-plunderer?utm_source=api
61,High-Society Hunter,{3}{B}{B},5.0,Creature — Vampire Noble,rare,B,B,"Flying
Whenever this creature attacks, you may sacrifice another creature. If you do, put a +1/+1 counter on this creature.
Whenever another nontoken creature dies, draw a card.",5,3,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/61/high-society-hunter?utm_source=api
62,Hungry Ghoul,{1}{B},2.0,Creature — Zombie,common,B,B,"{1}, Sacrifice another creature: Put a +1/+1 counter on this creature.",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/62/hungry-ghoul?utm_source=api
63,Infernal Vessel,{2}{B},3.0,Creature — Human Cleric,uncommon,B,B,"When this creature dies, if it wasn't a Demon, return it to the battlefield under its owner's control with two +1/+1 counters on it. It's a Demon in addition to its other types.",2,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/63/infernal-vessel?utm_source=api
64,Infestation Sage,{B},1.0,Creature — Elf Warlock,common,B,B,"When this creature dies, create a 1/1 black and green Insect creature token with flying.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/64/infestation-sage?utm_source=api
65,Midnight Snack,{2}{B},3.0,Enchantment,uncommon,B,B,"Raid — At the beginning of your end step, if you attacked this turn, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{2}{B}, Sacrifice this enchantment: Target opponent loses X life, where X is the amount of life you gained this turn.",,,,"Food, Raid",Foundations,2024-11-15,https://scryfall.com/card/fdn/65/midnight-snack?utm_source=api
66,Nine-Lives Familiar,{1}{B}{B},3.0,Creature — Cat,rare,B,B,"This creature enters with eight revival counters on it if you cast it.
When this creature dies, if it had a revival counter on it, return it to the battlefield with one fewer revival counter on it at the beginning of the next end step.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/66/nine-lives-familiar?utm_source=api
67,Revenge of the Rats,{2}{B}{B},4.0,Sorcery,uncommon,B,B,"Create a tapped 1/1 black Rat creature token for each creature card in your graveyard.
Flashback {2}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Foundations,2024-11-15,https://scryfall.com/card/fdn/67/revenge-of-the-rats?utm_source=api
68,Sanguine Syphoner,{1}{B},2.0,Creature — Vampire Warlock,common,B,B,"Whenever this creature attacks, each opponent loses 1 life and you gain 1 life.",1,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/68/sanguine-syphoner?utm_source=api
69,Seeker's Folly,{2}{B},3.0,Sorcery,uncommon,B,B,"Choose one —
• Target opponent discards two cards.
• Creatures your opponents control get -1/-1 until end of turn.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/69/seekers-folly?utm_source=api
70,Soul-Shackled Zombie,{3}{B},4.0,Creature — Zombie,common,B,B,"When this creature enters, exile up to two target cards from a single graveyard. If at least one creature card was exiled this way, each opponent loses 2 life and you gain 2 life.",4,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/70/soul-shackled-zombie?utm_source=api
71,Stab,{B},1.0,Instant,common,B,B,Target creature gets -2/-2 until end of turn.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/71/stab?utm_source=api
72,"Tinybones, Bauble Burglar",{1}{B},2.0,Legendary Creature — Skeleton Rogue,rare,B,B,"Whenever an opponent discards a card, exile it from their graveyard with a stash counter on it.
During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells.
{3}{B}, {T}: Each opponent discards a card. Activate only as a sorcery.",1,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/72/tinybones-bauble-burglar?utm_source=api
73,Tragic Banshee,{4}{B},5.0,Creature — Spirit,uncommon,B,B,"Morbid — When this creature enters, target creature an opponent controls gets -1/-1 until end of turn. If a creature died this turn, that creature gets -13/-13 until end of turn instead.",5,3,,Morbid,Foundations,2024-11-15,https://scryfall.com/card/fdn/73/tragic-banshee?utm_source=api
74,Vampire Gourmand,{1}{B},2.0,Creature — Vampire,uncommon,B,B,"Whenever this creature attacks, you may sacrifice another creature. If you do, draw a card and this creature can't be blocked this turn.",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/74/vampire-gourmand?utm_source=api
75,Vampire Soulcaller,{4}{B},5.0,Creature — Vampire Warlock,common,B,B,"Flying
This creature can't block.
When this creature enters, return target creature card from your graveyard to your hand.",3,2,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/75/vampire-soulcaller?utm_source=api
76,Vengeful Bloodwitch,{1}{B},2.0,Creature — Vampire Warlock,uncommon,B,B,"Whenever this creature or another creature you control dies, target opponent loses 1 life and you gain 1 life.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/76/vengeful-bloodwitch?utm_source=api
77,"Zul Ashur, Lich Lord",{1}{B},2.0,Legendary Creature — Zombie Warlock,rare,B,B,"Ward—Pay 2 life. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays 2 life.)
{T}: You may cast target Zombie creature card from your graveyard this turn.",2,2,,Ward,Foundations,2024-11-15,https://scryfall.com/card/fdn/77/zul-ashur-lich-lord?utm_source=api
78,Battlesong Berserker,{3}{R},4.0,Creature — Human Berserker,uncommon,R,R,"Whenever you attack, target creature you control gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",3,4,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/78/battlesong-berserker?utm_source=api
79,Boltwave,{R},1.0,Sorcery,uncommon,R,R,Boltwave deals 3 damage to each opponent.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/79/boltwave?utm_source=api
80,Bulk Up,{1}{R},2.0,Instant,uncommon,R,R,"Double target creature's power until end of turn.
Flashback {4}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Foundations,2024-11-15,https://scryfall.com/card/fdn/80/bulk-up?utm_source=api
81,"Chandra, Flameshaper",{5}{R}{R},7.0,Legendary Planeswalker — Chandra,mythic,R,R,"+2: Add {R}{R}{R}. Exile the top three cards of your library. Choose one. You may play that card this turn.
+1: Create a token that's a copy of target creature you control, except it has haste and ""At the beginning of the end step, sacrifice this token.""
−4: Chandra deals 8 damage divided as you choose among any number of target creatures and/or planeswalkers.",,,6,,Foundations,2024-11-15,https://scryfall.com/card/fdn/81/chandra-flameshaper?utm_source=api
82,Courageous Goblin,{1}{R},2.0,Creature — Goblin,common,R,R,"Whenever this creature attacks while you control a creature with power 4 or greater, this creature gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/82/courageous-goblin?utm_source=api
83,Crackling Cyclops,{2}{R},3.0,Creature — Cyclops Wizard,common,R,R,"Whenever you cast a noncreature spell, this creature gets +3/+0 until end of turn.",0,4,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/83/crackling-cyclops?utm_source=api
84,Dragon Trainer,{3}{R}{R},5.0,Creature — Human,uncommon,R,R,"When this creature enters, create a 4/4 red Dragon creature token with flying.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/84/dragon-trainer?utm_source=api
85,Electroduplicate,{2}{R},3.0,Sorcery,rare,R,R,"Create a token that's a copy of target creature you control, except it has haste and ""At the beginning of the end step, sacrifice this token.""
Flashback {2}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Foundations,2024-11-15,https://scryfall.com/card/fdn/85/electroduplicate?utm_source=api
86,Fiery Annihilation,{2}{R},3.0,Instant,uncommon,R,R,"Fiery Annihilation deals 5 damage to target creature. Exile up to one target Equipment attached to that creature. If that creature would die this turn, exile it instead.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/86/fiery-annihilation?utm_source=api
87,Goblin Boarders,{2}{R},3.0,Creature — Goblin Pirate,common,R,R,Raid — This creature enters with a +1/+1 counter on it if you attacked this turn.,3,2,,Raid,Foundations,2024-11-15,https://scryfall.com/card/fdn/87/goblin-boarders?utm_source=api
88,Goblin Negotiation,{X}{R}{R},2.0,Sorcery,uncommon,R,R,Goblin Negotiation deals X damage to target creature. Create a number of 1/1 red Goblin creature tokens equal to the amount of excess damage dealt to that creature this way.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/88/goblin-negotiation?utm_source=api
89,Gorehorn Raider,{4}{R},5.0,Creature — Minotaur Pirate,common,R,R,"Raid — When this creature enters, if you attacked this turn, this creature deals 2 damage to any target.",4,4,,Raid,Foundations,2024-11-15,https://scryfall.com/card/fdn/89/gorehorn-raider?utm_source=api
90,Incinerating Blast,{4}{R},5.0,Sorcery,common,R,R,"Incinerating Blast deals 6 damage to target creature.
You may discard a card. If you do, draw a card.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/90/incinerating-blast?utm_source=api
91,"Kellan, Planar Trailblazer",{R},1.0,Legendary Creature — Human Faerie Scout,rare,R,R,"{1}{R}: If Kellan is a Scout, it becomes a Human Faerie Detective and gains ""Whenever Kellan deals combat damage to a player, exile the top card of your library. You may play that card this turn.""
{2}{R}: If Kellan is a Detective, it becomes a 3/2 Human Faerie Rogue and gains double strike.",2,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/91/kellan-planar-trailblazer?utm_source=api
